0,1
prognostic factors hepatocellular carcinoma west multivariate analysis patients investigate prognostic factors western patients hepatocellular carcinoma patients confirmed diagnoses hepatocellular carcinoma studied terms survival patients diagnosed multivariate survival analysis cox regression model using clinical biochemical ultrasonographical pathological data obtained diagnosis disclosed bilirubin p ascites p toxic syndrome defined presence weight loss greater premorbid weight malaise anorexia p blood urea nitrogen p tumor size p gamma glutamyltranspeptidase p age p serum sodium p presence metastases p independent predictors survival according contribution factors final model prognostic index constructed allowing division patients different groups according relative risk death rrd exp age x ascites x bun x serum sodium x gamma glutamyltranspeptidase x bilirubin x tumor size x toxic syndrome x metastases x results facilitate stratification hepatocellular carcinoma patients design evaluate future controlled trials,C04
effect somatostatin hydroxytryptamine release carcinoid tumor one major manifestations carcinoid syndrome secretory diarrhea thought due overproduction hydroxytryptamine ht synthetic somatostatin analogues proved clinically effective controlling diarrhea established continuous cell line human pancreatic carcinoid tumor secretes ht examined ability somatostatin analogue sms inhibit ht release vitro tumor cells exposed sms mol l pentagastrin mol l acetylcholine mol l isoproterenol mol l alone combination ht release assayed high pressure liquid chromatography found pentagastrin ng ml isoproterenol ng ml acetylcholine ng ml stimulated release ht compared control values ng ml sms significantly reduced release ht response isoproterenol acetylcholine inhibit effect pentagastin data suggest different agents act pathway stimulate ht release human pancreatic carcinoid cells,C04
ige receptor mediated phosphatidylinositol hydrolysis exocytosis rat basophilic leukemia cells independent extracellular ca hypotonic buffer containing high concentration k isotonic buffer ige receptor mediated exocytosis rat basophilic leukemia cells dependent extracellular ca half maximal degranulation requiring mm ca significant exocytosis occurs absence extracellular ca absolute requirement ca eliminated suspending cells hypotonic buffer containing mm k na cannot substitute k optimal ca independent exocytosis occurs buffer containing mm dipotassium pipes ph mm kcl mm glucose mm mg acetate bsa mm egta cells maintain ca independent exocytosis even preincubated mm egta min degrees c triggering exocytosis eliminated isotonicity approached adding sucrose nacl kcl potassium glutamate buffer quin fluorescence measurements reveal small rise ca cells triggered hypotonic buffer absence extracellular ca presence mm egta isotonic buffer degranulation occur conditions lead small rise ca sustained ige receptor mediated phosphatidylinositol hydrolysis also ca dependent isotonic buffer becomes independent ca hypotonic buffer fact rate phosphatidylinositol hydrolysis hypotonic buffer absence ca presence mm egta twice observed isotonic buffer presence mm ca data show hypotonic buffer requirement ige receptor mediated pi hydrolysis extracellular ca eliminated degranulation proceeds ca microm baseline level ca found resting cells results consistent hypothesis isotonic buffer ca requirement mast cell degranulation generation second messengers via hydrolysis membrane phosphatidylinositols,C04
trends basal cell carcinoma squamous cell carcinoma melanoma skin major increases occurred incidence basal cell carcinoma squamous cell carcinoma skin well cutaneous malignant melanoma period british columbia greatest increases basal squamous cell carcinomas head neck indicates exposure sunlight major causative factor greatest increase melanoma trunk men lower limbs women dramatic increases nonmelanoma skin cancers british columbia relatively low sunlight area suggest major prevention programs needed areas considered sunspots,C04
anionic complex carbohydrate units human thyroglobulin human thyroglobulin htg contains sulfate chondroitin sulfate chains complex carbohydrates study sulfate containing complex carbohydrates characterized number sulfate sialic acid residues contain samples normal nodular thyroid tissue incubated h sulfate containing medium htg purified tissues media complex carbohydrates enzymatically removed htg subsequent analysis hplc anion exchange column ph separated carbohydrate units according number negative charges sulfate containing peaks monitored radioactivity sialic acid containing peaks identified shift lower charge treatment neuraminidase peaks corresponding sialic acid free carbohydrate units one four sulfates identified also carbohydrate units two three negative charges containing sulfate sialic acid present nodular tissue one patient sulfated units higher charge especially units containing sialic acid patient proportion sulfated polyvalent units sialic acid normal nodular tissue difference composition charged units tissues corresponding media seen making unlikely sulfate containing carbohydrates play role htg release concluded htg contains complex carbohydrate units four sulfate groups units sulfate sialic acid patients sulfate containing anionic carbohydrate units htg normal nodular thyroid tissue different,C04
cerebral tumor staging patients bronchial carcinoma computed tomography computerized tomographic ct scans patients histologically proven bronchial carcinoma accomplished initial tumor staging retrospectively evaluated signs cerebral metastasis results histologic subtypes quite different patients small cell carcinoma limited disease authors found signs brain metastasis however routine cerebral staging patients seem useful lack therapeutic consequences hand patient non small cell carcinoma n scc tumor stage ii brain metastases patients brain metastasis n scc classified tumor stage iii cerebral imaging among patients however authors found brain metastasis without known distant metastatic disease iii especially large cell carcinoma adenocarcinoma stage iii patients undergo routine cerebral imaging tumor surgically resectable thoracotomy planned,C04
local recurrence curative resection colorectal adenocarcinoma total patients colorectal adenocarcinomas operated institution complete follow information obtained six patients available histologic slides reviewed determine pathologic stage characteristics six hundred fifty one patients underwent potentially curative procedure operative mortality rate patients available analysis local recurrence median time local recurrence months local recurrences diagnosed years original resection median survival patients local recurrence years original resection patients survived years longer multivariate logistic regression analysis conducted examine influence several clinical pathologic characteristics local recurrence among dukes stages b c adenocarcinomas n exclusion patients synchronous tumors n postoperative deaths n loss follow n incomplete data n analysis revealed local recurrence rate significantly related depth invasion b c b c p less site origin right plus transverse colon left plus rectosigmoid colon rectum p less lymphatic capillary microinvasion absent present p less analysis attempts identify patients high risk development local recurrent disease select candidates postoperative adjuvant therapy,C04
physical state human papillomavirus dna cervical carcinoma cervical intraepithelial neoplasia cervical carcinomas cervical intraepithelial neoplasias cin analyzed presence human papillomavirus hpv dna using southern blot hybridization five hpv types examined hpv types hpv dna detected frequently hpv positive carcinomas examined hpv dna present integrated state cellular dna without coexistence episomal species one case however episomal species detected among seven cases hpv positive cin four contained hpv dna episomal state rest contained hpv dna integrated state coexistence states found results suggest integration hpv dna necessary cells become malignant although frequently associated malignant cells,C04
decreased expression integrin adhesive protein receptors adenocarcinoma breast integrin superfamily represents major class receptors mediating cell substrate adhesion recent study tissue distribution alpha beta integrin cell surface collagen receptor revealed high levels receptor expression associated orderly regulated epithelial cell proliferation observations prompted present investigation alpha beta integrins adenocarcinoma breast alpha beta integrin highly expressed epithelium ducts ductules normal breast tissue normal nearly normal levels receptor expressed fibroadenomas contrast markedly decreased undetectable alpha beta expression typical poorly differentiated adenocarcinomas well differentiated lesions exhibited intermediate levels expression similar less extensive decreases expression observed alpha beta fibronectin receptor alpha v beta vitronectin receptor significant expression beta subunit even poorly differentiated tumors suggests expression undefined members beta family reduced low level alpha beta alpha beta expression alpha beta integrin highly correlated estrogen receptor expression decreased expression alpha beta integrin adhesive protein receptors probably contributes altered adhesive properties tumor cells characteristic malignant phenotype,C04
total pelvic exenteration simultaneous bowel urinary reconstruction technique total pelvic exenteration simultaneous bowel urinary reconstruction described surgical option management pelvic sarcoma adults highly selected patients types advanced pelvic malignancy surgical technique presented detail performed year old man presented extensive primitive pelvic sarcoma believe approach may provide benefits exenterative operation without undesirable psychosocial sequelae permanent colostomy external urinary diversion,C04
relation meat fat fiber intake risk colon cancer prospective study among women background rates colon cancer various countries strongly correlated per capita consumption red meat animal fat lesser degree inversely associated consumption fiber methods conducted prospective study among women years old without history cancer inflammatory bowel disease familial polyposis completed dietary questionnaire person years follow incident cases colon cancer documented results adjustment total energy intake animal fat positively associated risk colon cancer p trend relative risk highest compared lowest quintile percent confidence interval association found vegetable fat relative risk colon cancer women ate beef pork lamb main dish every day percent confidence interval compared reporting consumption less month processed meats liver also significantly associated increased risk whereas fish chicken without skin related decreased risk ratio intake red meat intake chicken fish particularly strongly associated increased incidence colon cancer p trend relative risk women highest quintile ratio compared lowest quintile percent confidence interval low intake fiber fruits appeared contribute risk colon cancer relation statistically independent meat intake conclusions prospective data provide evidence hypothesis high intake animal fat increases risk colon cancer support existing recommendations substitute fish chicken meats high fat,C04
insulinoma streptozotocin therapy metastatic gastrinoma natural history iatrogenic complication islet cell carcinoma frequently produces one chemical product although clinical expression usually restricted single hormone describe unusual patient presented full blown metastasizing gastrinoma treated cimetidine five years streptozotocin therapy resulted regression hepatomegaly fall serum gastrin levels following one year therapy streptozotocin admitted hyperinsulinemic hypoglycemic stupor appears first reported case shift clinical gastrinoma insulinoma possibly related prolonged streptozotocin therapy,C04
debulking pelvic para aortic lymph node metastases ovarian cancer cavitron ultrasonic surgical aspirator six patients metastatic ovarian cancer extensive involvement pelvic para aortic lymph nodes underwent surgical debulking cavitron ultrasonic surgical aspirator intraoperative postoperative morbidity minimal suggested technique may used cytoreductive surgery combination standard surgical techniques,C04
long survival prognostic factors hepatocellular carcinoma studied survival prognostic factors cases hepatocellular carcinoma seen midwestern teaching hospital cases diagnosed life autopsy males females age diagnosis ranging median survival patients diagnosed life days patients lived longer one year two patients long survivors presumed cured one living years diagnosis surgical treatment years cox regression model showed young age diagnosis low stage disease diagnosis significant predictors long survival white patients survived nearly twice long black patients difference significant gender year diagnosis appear important determinants survival pathologic material still available one two long survivors histology fibrolamellar carcinoma young adults,C04
lack relationship perioperative blood transfusion survival time curative resection gastric cancer better comprehend relationship perioperative blood transfusion survival time curative gastrectomy advanced gastric cancer authors reviewed retrospectively data patients treated clinics required blood transfusion required transfusions within perioperative period univariate analysis indicated survival time transfusion recipients significantly less patients transfusions p less subgroups authors patients stratified adjust stage disease however significant difference survival rates subsequently multivariate analysis using cox regression analysis adjusted sex age covariates indicated perioperative blood transfusion useful factor predicting survival time multivariate analysis suggested tumor size p less degree invasion gastric wall p less status lymph node metastasis p less important covariates curative gastrectomy advanced gastric cancer authors findings revealed lack relationship perioperative blood transfusion survival time patients underwent curative resection advanced gastric cancer,C04
immunohistochemical differentiation basal cell epithelioma cutaneous appendages using monoclonal anti glycoprotein antibody tnkh application mohs micrographic surgery tnkh primarily developed detect differentiated melanocytic tumor cells found recognize basal keratinocytes hair follicle basal keratinocytes human epidermis thus tnkh decorated basal cells following structures epidermis part specimen opes upper hair follicle one opes lower hair follicle high rate specimen vhes sebaceous duct vhes sebaceous gland ten germinative cells near duct eccrine duct three opes epithelial tumors considered derived differentiating toward hair follicle trichilemmoma one one vhes basal cell epithelioma bce vhes labeled peripheral cells entirety hand epidermal tumors seborrheic keratosis ten opes actinic keratosis two three opes squamous cell carcinoma one two opes showed irregular peripheral basal cell staining normal epidermis apocrine sweat apparatus eccrine secretory portion negative eccrine ductal tumors syringoma two tested eccrine acrospiroma one eccrine carcinoma two tnkh negative taking advantage total labeling bce versus peripheral labeling hair follicle authors could distinguish bce tissue structures clearly among confusing structures upper hair follicle eccrine duct excluded easily negative staining tnkh lower hair follicle tnkh positive outer basal layer whereas bce tnkh positive entire basaloid cells result indicated tnkh useful antibody mohs micrographic surgery,C04
malignant melanoma pigmented lesions diagnostic management dilemma document two cases malignancy occurring site partially removed benign nevi difficulty clinical diagnosis uncertainty behavior propose recurring melanocytic nevus expanding beyond original surgical scar excised specimen carefully analyzed ensure complete removal,C04
inhibition tumor growth glioma model treated boron neutron capture therapy investigation attempts determine whether increased survival time seen f glioma model treated boron neutron capture therapy bnct result inhibition tumor growth caused radiation induced alterations endothelial cells normal tissue components indirect effect radiation called tumor bed effect series tumor bearing rats studied using standardized investigational bnct protocol consisting mg kg na b h sh injected intravenously hours neutron irradiation x n cm ten rats serving controls received treatment either tumor implantation second group rats treated bnct days tumor implantation animals received treatment remaining group rats received pretreatment treated bnct days implantation histological ultrastructural analyses performed animals group days implantation survival times untreated control animals mean days differ statistically survival times rats pretreated group mean days rats treated bnct implantation survived significantly longer p less mean days controls preirradiated animals tumor size indices calculated measurements taken time death similar groups results indicate tumor model bnct cause tumor bed effect cerebral tissue therapeutic gains observed bnct result direct effects tumor cells peritumoral neovascularity,C04
breast cancer dietary plasma concentrations carotenoids vitamin case control study breast cancer conducted buffalo participants completed food frequency questionnaire donated fasting blood sample definitive workup breast masses dietary plasma concentrations carotenoids retinol women found breast cancer compared women found free breast cancer control subjects case control differences dietary estimates vitamin intake plasma alpha carotene lycopene however subjects breast cancer lower concentrations plasma beta carotene control subjects p overall association plasma retinol breast cancer positive relationship observed retinol breast cancer subgroup low beta carotene values results suggest low plasma beta carotene associated increased risk breast cancer studies need determine whether low carotene concentrations subtle effect disease might causally related breast cancer,C04
downstream initiation element required efficient tata box binding vitro function tfiid gfa gene encodes glial fibrillary acidic protein intermediate filament protein expressed glial cells vitro transcription analysis shown human gfa promoter contains two initiation elements independently specify transcription startpoint one elements tata box base pairs bp upstream transcription startpoint located bp downstream transcription initiation site shown transfection elements required efficient transcription cultured cells partially purified natural human tata box binding factor tfiid hela cells gave footprints extended upstream tata box downstream initiator deletion downstream initiator inhibited tfiid binding tata box transcription vitro contrast natural human tfiid clone human yeast tfiids expressed bacteria gave footprints covering tata box region although hypersensitive sites observed downstream region cloned tfiids also showed less dependence natural human tfiid downstream initiator tata box binding vitro transcription results suggest natural human tfiid contains additional component contribute stable tfiid binding effective transcription interacting downstream initiator,C04
occurrence beta hexachlorocyclohexane breast cancer patients residues polycyclic aromatic hydrocarbon pah neutral organochlorine compounds breast fat breast cancer patients women free cancer determined statistically significant differences appeared two comparison groups regard occurrence pah compounds neutral organochlorine compounds residues beta hexachlorocyclohexane hch found frequently breast cancer patients adjusting age parity stepwise logistic regression beta hch remained significant risk factor breast cancer using cutoff point residue level beta hch breast adipose tissue mg kg fat odds ratio ci,C04
adjuvant chemotherapy breast cancer many women cured breast cancer even best early detection surgical techniques micrometastases present diagnosis adjuvant therapy extended disease free interval patients lengthens overall survival many combination chemotherapy become standard form adjuvant treatment premenopausal women breast cancer positive lymph nodes primary therapy minimal toxicity disease free overall survival improved results less impressive less clear cut postmenopausal women woman negative lymph nodes long term toxicities adjuvant chemotherapy may include second malignancies cardiac dysfunction although complications probably rare must considered seriously weighing chemotherapy patients benefits may slight innovations likely become standard adjuvant therapy decision making include risk assessment new prognostic indicators growth fraction oncogene expression investigation dose intensification using bone marrow growth factors autologous stem cell support,C04
dioxin inducible ah receptor dependent transcription vitro developed homologous vitro transcription system requires tetrachlorodibenzo p dioxin called tcdd dioxin ii ah receptor iii dioxin responsive enhancer activity unfractionated nuclear extracts mouse hepatoma cells contain inhibitor fail direct transcription vitro however following phosphocellulose chromatography reconstitution fractionated nuclear extract directs accurate transcription vitro using template promoter enhancer region mouse cytochrome p gene cyp linked g free cassette generates transcript guanosine residues extracts tcdd treated cells exhibit higher activity extracts untreated cells transcribing template containing promoter enhancer transcribing template containing promoter alone extracts ah receptor defective cells fail direct vitro transcription tcdd inducible fashion regulatory element contains two binding sites liganded ah receptor plus truncated cyp promoter suffices direct tcdd inducible ah receptor dependent transcription vitro inducible receptor dependent enhancer dependent properties system make appropriate analyzing vitro mechanism dioxin action function ah receptor,C04
effects tamoxifen somatostatin analogue growth human medullary follicular papillary thyroid carcinoma cell lines tissue culture nude mouse xenograft studies knowledge normal thyroid contains somatostatin polypeptide growth factors influence thyroid cell function thyroid cells contain steroid hormone receptors prompted us add somatostatin analogue sms ng ml tamoxifen citrate tam mumol l day monolayer cultures cells well three separate human thyroid carcinoma cell lines dr medullary wr follicular npa papillary results tabulated cell numbers well x day revealed tam inhibited growth medullary follicular cells tam plus sms inhibited growth papillary cells vivo studies subcutaneous tumor cell xenografts nude mice documented tam mg subcutaneous pellet significantly inhibits growth medullary implants flow cytometric dna studies medullary cell cultures demonstrated reduced g phase tam treatment papillary cell implants tam plus sms micrograms subcutaneously twice daily suppress tumor growth three cell lines negative estrogen receptor addition estradiol ng ml medullary cell cultures neither stimulated replication reversed inhibitory effects tam vitro conclude tam slowed growth cell line human medullary carcinoma vitro vivo effect reversed estradiol tam plus sms inhibited replication papillary carcinoma cell line vitro vivo tam alone tam plus sms inhibited replication cultures human follicular thyroid carcinoma cell line tam sms may useful treatment human thyroid carcinomas,C04
variations sensitivity sectioning intercostobrachial nerve authors present prospective study variations sensitivity appear armpit arm intercostobrachial nerve sectioned modified radical mastectomy total patients studied intercostobrachial nerve sectioned patients whereas remained intact patients peripheral branches nerve sectioned patients examined regular postoperative intervals order evaluate sensitivity touch pain axilla arm four hundred thirty three examinations carried operative groups assessed accordingly nerve sectioned increasing anesthesia armpit hypoesthesia posterointernal face arm patients intercostobrachial nerve remained intact alterations less intense long lasting significant statistical differences two groups also exist absence axillary lymphatic ganglia infiltrated tumor conservation intercostobrachial nerve recommended,C04
time recovery hypothalamic pituitary adrenal axis curative resection adrenal tumors patients cushing syndrome recovery time hypothalamic pituitary adrenal hpa axis curative resection adrenal tumors patients cushing syndrome poorly documented eight consecutive patients treated standardized hydrocortisone replacement strategy curative resection cortisol secreting tumor time recovery hpa axis determined hypercortisolism documented elevated hour urinary free cortisol levels cure documented undetectable postoperative morning serum cortisol levels patient received replacement hydrocortisone surgery reevaluated every months adrenocorticotrophic hormone acth stimulation test patient also monitored carefully symptoms signs adrenal insufficiency defined symptoms consistent diagnosis responded increases hydrocortisone levels surgical resection patient cured hypercortisolism subsequently despite replacement hydrocortisone patient symptoms hypocortisolism four eight patients dose hydrocortisone increased relieve symptoms patients required median time months range months recover normal acth stimulation test months range months allow discontinuation replacement doses hydrocortisone results suggest surgical resection cortisol secreting adrenal tumor result rapid cure hypercortisolism complete recovery hpa axis discontinuation replacement steroids require years normal adrenal function assessed cortisol response acth returns despite replacement doses hydrocortisone replacement doses hydrocortisone tapered rapidly discontinued normal acth stimulation test,C04
multiple spinal metastases paraganglioma isolated vertebral body metastases paraganglioma exceedingly rare reported occur presence active primary tumor neck local recurrence widespread metastases unique case carotid body tumor paraganglioma reported following features multiple vertebral body metastases c l presenting spinal cord compression evidence local recurrence metastatic disease absence mitoses original specimen metastatic deposit prolonged interval years development symptomatic metastases,C04
liver transplant metastatic neuroendocrine tumor generally results liver transplantation metastatic liver disease favorable one exception unique group neuroendocrine tumors slow growth allows liver transplantation effectively palliate control symptoms report two cases year old man underwent orthotopic liver transplantation resection pancreatic primary tumor nonfunctioning malignant neuroendocrine tumor features carcinoid islet cell glucagonoma remains symptom free without evidence tumor recurrence months follow b year old man underwent orthotopic liver transplantation whipple resection metastatic islet cell tumor head pancreas fully recovered months follow,C04
dacron fabric enveloped hydroxyapatite prosthesis sternal tumor defect autopsy report year old housewife solitary plasmacytoma manubrium underwent subtotal sternectomy treated resection lesion reported followed replacement dacron fabric enveloped hydroxyapatite prosthesis dacron fabric sutured surrounding tissues clavicle passed cylindrical shaped dacron fabric form sternoclavicular joint capsule patient returned daily life months operation trouble daily living without dislocation sternoclavicular joints displacement artificial sternum autopsy examination year operation showed dacron fabric enveloping artificial sternum became stronger time sternoclavicular joint also stably fixed dacron fabric fulfilled function artificial articular capsule biologic fixation surrounding supporting tissues,C04
characterization vitro human tumor necrosis factor binding protein soluble form tumor necrosis factor receptor tumor necrosis factor tnf pleiotropic mediator inflammatory responses cysteine rich highly glycosylated kd tnf binding protein tnf bp purified urine may role regulation protects vitro biological effects tnf cytotoxic effect tnf fibrosarcoma cell line wehi inhibited fold excess tnf bp binding tnf receptor partially reversed addition tnf bp results biosynthetic labeling cells cysteine followed immunoprecipitation anti tnf bp indicated tnf bp formed released cell surface cleavage corresponding cellular polypeptide observed cellular kd polypeptide immunoprecipitated anti tnf bp may correspond transmembrane tnf receptor molecule precursor tnf bp thus tnf bp appears soluble form transmembrane tnf receptor moreover results demonstrate production tnf bp increased tnf receptor downregulated cells treatment tnf activation protein kinase c phorbol esters tnf bp may important agent blocks harmful effects tnf therefore useful clinical applications,C04
results stereotactic brachytherapy used initial management patients glioblastoma recent studies shown survival benefit patients recurrent glioblastomas treated stereotactic brachytherapy basis encouraging results began prospective study evaluate use brachytherapy patients newly diagnosed glioblastoma patients considered eligible study met following criteria karnofsky performance status greater tumor size greater cm dimension radiographically well delineated supratentorial lesion involving ependymal surfaces pathologically confirmed glioblastoma treated patients stereotactic brachytherapy part initial therapy treatment protocol involved surgery partial brain external beam radiotherapy gy fractions stereotactic brachytherapy temporary high activity iodine sources giving additional gy tumor bed chemotherapy used initial management patients compare results obtained matched control group identified patients glioblastoma treated surgery external radiotherapy without chemotherapy institution patients clinical radiographic characteristics would made eligible brachytherapy protocol survival rates years diagnosis respectively patients receiving brachytherapy versus respectively controls p less conclude stereotactic brachytherapy improves survival patients glioblastoma incorporated initial treatment approach unfortunately one four patients glioblastoma suitable candidates brachytherapy time initial presentation,C04
selection breast preservation therapy primary invasive breast carcinoma breast preservation treatment primary breast cancer used women women frequently excluded consideration treatment choose may elderly concerned cosmetic appearance live distance weeks daily trips radiotherapy would inconvenient even impossible also radiotherapeutic expertise facilities available breast preservation program difficult massachusetts full course cgy cgy whole breast cgy local boost costs roughly thus breast preservation expensive mastectomy even reconstruction patients still frequently require hospital admission general anesthesia axillary dissection although insurance policies cover expenses patients insurance inadequate coverage may find extra expense breast preservation technique burdensome impossible women small breast proportionately large cancer may unsatisfactory cosmetic outcome appropriate lumpectomy cosmetic result patients frequently cannot predicted beforehand fact adds emphasis need two step process lumpectomy evaluation cosmetic outcome well pathologic features decisions regarding breast preservation finally women may strikingly different attitudes toward breast preservation expected surgeon women urge preserve breast strong accept virtually risk achieve option whereas women constant anxiety recurrence undergoing radiation therapy traumatic enough readily accept mastectomy referral surgical oncology practice roughly patients currently treated breast preservation techniques remainder undergo mastectomy immediate reconstruction approximately three fourths cases proportion patients elect breast preservation depends greatly local medical customs attitudes radiotherapeutic skills available women attitudes frequently dependent local press publicity surgeon interest enthusiasm program appropriate proportion patients treated breast preservation techniques clearly proportion patients treated increases experience acceptability publicity availability thus selection breast preserving therapy individual patients result extraordinary array factors need considered patient abstract truncated words,C04
van nes tibial rotationplasty functionally viable reconstructive procedure children tumor distal end femur twelve patients malignant tumor distal end femur treated van nes tibial rotationplasty survival rates comparable knee amputees patients endoprosthetic replacement results functional testing showed patients performed well endoprosthetic replacement better knee amputation rotationplasty therefore favorable alternative amputation endoprosthetic replacement either primary salvage procedure,C04
computed tomography metastatic cervical lymph nodes clinical computed tomographic pathologic correlative study retrospective comparative study neck dissections undertaken evaluate accuracy high resolution computed tomography ct detection nodal metastases previous studies indicated trend toward superiority ct scanning palpation respective values neck examination ct scanning histopathologic examination assessed patients head neck cancer underwent total neck dissections overall agreement clinical examination findings histopathologic findings vs ct scanning retrospective analysis ct findings failed reveal greater accuracy found nodes measuring mm central low density always malignant ct scanning seems offer little advantage palpation nonirradiated neck regarded essential tool staging nodal disease radiation therapy neck dissection performed clinical radiologic suspicion ct scanning utmost importance,C04
serologic determinants survival patients squamous cell carcinoma head neck specific circulating serum proteins may reflect unique properties governing growth progression head neck cancers one hundred three previously untreated patients squamous cell carcinoma head neck prospectively evaluated serum iga igg igm c q binding macromolecules immunoglobulins assessed immunoturbidimetric technique c q binding macromolecules c qbm measured utilizing iodine assay zubler et al j immunol neither level serum immunoglobulins c qbm values correlated primary site ajc american joint committee cancer stage disease size primary lesion likewise comparison serum iga c qbm values demonstrated laboratory parameters independent variables r pearson linear regression univariate statistical analysis utilizing cox proportional hazard model showed serum iga c qbm values contribute significantly ability predict survival patients advanced squamous cell carcinoma head neck p respectively furthermore multivariate analysis reveals c qbm serum iga levels contribute significantly hazards model beyond staging predicting survival p less predictive results apparent patients stage iv disease related probability regional distant metastatic recurrences conversely serologic analysis provided information patients staged early results support pretreatment multiparametric serologic analysis patients squamous cell carcinoma head neck,C04
invasive papillary carcinoma breast mammographic appearance mammographic findings patients invasive papillary carcinoma studied retrospectively mammograms patients showed multinodular pattern seven patients solitary nodules one patient irregular ill defined mass retroareolar region two patients found carcinoma contralateral breast two patients intraductal carcinoma adjacent invasive papillary carcinoma varied mammographic features may occur rare breast malignancy discussed,C04
regional systemic distribution anti tumor x anti cd heteroaggregate antibodies cultured human peripheral blood lymphocytes human colon cancer xenograft anti tumor antibody g covalently coupled anti cd antibody okt produces heteroaggregate ha antibody target pbl lyse tumor cells expressing appropriate tumor ag v p distribution radiolabeled ha antibody g x okt radiolabeled cultured human pbl studied athymic nude mice bearing solid intraperitoneal tumor established human colon tumor line ls mice injected labeled ha antibody labeled anti tumor mab labeled pbl designated timepoints tissues harvested measured radioactivity g x okt localized specifically tumor sites tumor radioactivity levels percent injected dose gram lower g x okt ha antibody g anti tumor mab similar levels reported anti tumor mab major difference radioactivity levels observed v p administration g x okt increase hepatic radioactivity v ha antibody administration ha antibodies produced f ab fragments exhibit decreased w decreased fc receptor mediated binding demonstrated improved tumor tissue ratios compared intact antibody ha g f ab x okt f ab antibody levels equivalent intact ha antibody levels tumor lower intact ha antibody levels blood bowel liver tumor bowel ratios h highest g f ab x okt f ab injected p autoradiography confirmed anti tumor x anti cd ha antibodies localized specifically intraperitoneal tumor p administered ha antibodies penetrated tumor directly v administered ha antibodies distributed along tumor vasculature cultured human pbl distributed moderate concentrations intraperitoneal tumor administered p administered v poor localization v injected pbl tumor may reflect species disparity homing receptors endothelial ligands problem may overcome syngeneic model results suggest regional therapy ha antibodies pbl may offer advantages systemic therapy initial clinical trials,C04
contamination peripheral blood stem cell harvests circulating neuroblastoma cells peripheral blood stem cells pbsc used one alternative autologous marrow rescue patients neuroblastoma solid malignancies physicians prefer use pbsc less risk tumor contamination believed exist hypothesis evaluated immunocytologic analysis blood samples concurrently drawn bone marrow bm samples pbsc harvests obtained patients disseminated neuroblastoma found circulating neoplastic cells specimens analyzed diagnosis therapy pbsc harvests tumor cells blood obtained therapy appear months time diagnosis clearance circulating neuroblastoma cells documented two courses induction chemotherapy six patients minimal bm disease positive blood specimens conclude substantial risk tumor contamination pb harvests exists recommend induction chemotherapy administered hematopoietic progenitor cells collected blood,C04
characteristics duodenal wall gastrinomas fifteen patients duodenal wall gastrinomas dwgs zollinger ellison syndrome treated since patients dwgs recognized operation totally excised four patients tumor subsequently found proximal duodenum surgical specimens patients dwgs single lymph node metastases present three patients dwgs multiple lymph node metastases present two dwgs submucosal located first second portions duodenum except one found fourth portion tumor size ranged mm nine less mm patients single dwgs remained eugastrinemic resection mean follow years none patients multiple dwgs became eugastrinemic surgery dwgs characteristically single small microscopic submucosal located proximal duodenum rarely metastasize liver usually curable surgical resection,C04
significance positive margins oral cavity squamous carcinoma three hundred ninety eight consecutive previously untreated patients undergoing surgery epidermoid carcinoma oral cavity reviewed one hundred twenty nine patients classified positive surgical margins patients tumor within mm surgical margin premalignant changes margin situ carcinoma margin invasive cancer margin remaining patients uninvolved margins significance positive margins relating survival subsequent clinical course local recurrence patterns treatment failure examined along impact adjuvant postoperative radiotherapy positive margins percentage patients positive margins progressively increased increasing stage versus primary cancer overall year survival patients negative margins patients positive margins year survival difference statistically significant incidence local recurrence patients positive surgical margins twice much negative margins versus metastasis rates neck distant sites significantly influenced status surgical margin patients positive margins received postoperative radiotherapy patients treated trend toward lower recurrence rates noted differences statistically significant retrospective review confirms importance adequate resection primary tumor well relative ineffectiveness adjuvant postoperative radiotherapy improvement local control patients positive surgical margins,C04
human basophils express interleukin receptors interleukin il multipotential lymphokine reputed play important role regulation immune responses interacts variety hemopoietic target cells specific cell surface membrane receptors present study designed investigate whether human basophils express il binding sites purpose basophils enriched homogeneity purity respectively peripheral blood two chronic granulocytic leukemia cgl donors using cocktail monoclonal antibodies moabs complement purified basophils bound radiolabeled recombinant human rh il specific manner quantitative binding studies scatchard plot analysis revealed presence single class high affinity il binding sites sites per cell donor sites per cell donor apparent dissociation constant kd x x x mol l respectively ku f human basophil precursor cell line found express single class high affinity il binding sites kd x mol l change numbers binding constants il receptors found exposure ku f cells rhil potent activator basophils minutes effect rhil h thymidine uptake release synthesis histamine expression basophil differentiation antigens bsp cd b cd cd cd primary human cgl basophils ku f cells observed,C04
doxorubicin unresectable hepatocellular carcinoma prospective study addition verapamil prospective study conducted assess safety efficacy addition oral verapamil intravenous adriamycin doxorubicin management patients unresectable hepatocellular carcinoma hcc patients studied histologically verified disease cirrhosis present patients adequate tissue sampling overall median survival days chemotherapy terminated seven patients one course treatment partial response complete response noted four patients one patient respectively among patients evaluated side effects related chemotherapy present patients studied death fulminating sepsis occurred three patients leukopenia symptomatic myocardial dysfunction developed one patient addition verapamil apparently potentiate tumoricidal effect systemic adriamycin hcc probably increase complications,C04
