content,labels,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
overall mortality cancer mortality around french nuclear sites higher expected mortality leukaemia observed population age living around sellafield dounreay nuclear reprocessing plants united kingdom report results similar study population residing around nuclear sites france number leukaemia deaths comparable control areas slightly less expected national mortality statistics twelve deaths due hodgkin disease observed around nuclear sites twice number hodgkin deaths observed control areas twice number expected national mortality statistics observation must however interpreted light fact several causes deaths studied increasing play chance,C04,0.0028816771,0.002554095,0.019284876,0.0016177689,0.017909067,0.01763249,0.20644784,0.0027077415,0.0020816156,0.016762136,0.06578724,0.020949962,0.0434793,0.0069104806,0.0025319958,0.0044836905,0.033385195,0.0030135761,0.017199172,0.30875668,0.19963893,0.0010223397,0.0029621318
medroxyprogesterone acetate lowers plasma corticotropin cortisol suppress anterior pituitary responsiveness human corticotropin releasing factor endocrine action medroxyprogesterone acetate mpa claimed glucocorticoid like nature upon clinical observation mpa shown improve life quality overall well patients advanced breast cancer renal carcinoma prostatic carcinoma uterine adenocarcinoma authors evaluated mpa endocrine action administration human corticotropin releasing factor hcrf minute assay patients advanced breast cancer renal cell carcinoma initiation oral high dose mpa treatment mg mpa well least days therapy curves corticotropin beta endorphin cortisol responses hcrf tumor patients tested initiation mpa treatment parallel curves healthy control group probands tested equal conditions although significantly higher respective hormone levels patients malignant disorders assayed mpa administration basal peak hormone levels found comparable values obtained healthy controls conclusion mpa appeared act suprapituitary level since pituitary responsiveness hcrf preserved mpa treatment moreover appeared mpa brought hormonal stress state found patients malignant tumors back normal,C04,0.0019721617,0.0017494058,0.013212369,0.0011080771,0.02184095,0.0025451772,0.20344523,0.0018546446,0.001425785,0.0019377646,0.047394022,0.013826433,0.12835819,0.062007185,0.01127911,0.022161167,0.07927966,0.011612191,0.0022630473,0.030639227,0.33735147,0.00070024293,0.002036492
recognition elam sialyl lex determinant myeloid tumor cells endothelial leukocyte adhesion molecule elam endothelial cell adhesion molecule allows myeloid cells attach walls blood vessels adjacent sites inflammation elam recognizes sialyl lewis x sialyl lex determinant neuac alpha gal beta fuc alpha glcnac granulocyte carbohydrate also found surface tumor cell lines binding myeloid cells soluble elam inhibited monoclonal antibody recognizing sialyl lex proteins bearing sialyl lex may participate humoral regulation myeloid cell adhesion stimulated granulocytes also release inhibitor elam binding selectively adsorbed monoclonal antibody sialyl lex,C04,0.003705477,0.003286943,0.007126881,0.0020819565,0.041037504,0.0047821114,0.14972423,0.07584595,0.002678895,0.003640849,0.018193372,0.0076214583,0.04087521,0.15181983,0.003258503,0.023699129,0.05210379,0.12637578,0.0042192307,0.04244521,0.15859672,0.0013156803,0.07556527
therapeutic dilemmas associated antenatally detected ovarian cysts fifteen instances ovarian cysts detected antenatally reported seven cysts centimeters diameter treated surgically clinical signs palpable abdominal mass vomiting abdominal distension seven cysts less centimeters diameter one cyst centimeters diameter began regress spontaneously within six months birth pathophysiologic nature neonatal ovarian cysts elucidated borderline physiologic pathologic factors still unclear propose conservative approach management neonatal ovarian cysts avoid unnecessary operations,C04,0.0041544465,0.0036852015,0.028587442,0.002334214,0.0057849353,0.00536153,0.1849442,0.04412278,0.00300348,0.0302077,0.061566696,0.008544903,0.057190225,0.037742477,0.0036533156,0.08646079,0.19980763,0.0243764,0.0047304486,0.13678707,0.061180677,0.0014750931,0.004298335
breast cancer pregnancy lactation breast cancer frequently seen cancer pregnancy lactation incidence low disease seen approximately pregnancies breast cancer overall diagnosed pregnancy lactation evidence implicate pregnancy lactation either etiology progression breast cancer careful breast examination early pregnancy important find solid masses require biopsy breast engorgement hides therapeutic options vary depending stage disease stage pregnancy operable disease first months pregnancy treated mastectomy irradiation contraindicated late pregnancy lumpectomy axillary dissection done irradiation delayed delivery general anesthesia safe usual precautions taken compensate physiologic changes induced pregnancy unfortunately delay diagnosis common patients operable primary lesions positive axillary lymph nodes late stage appears reason generally worse prognosis patients stage stage course similar nonpregnant patients adjuvant chemotherapy considered late pregnancy usually delayed delivery patients locally advanced metastatic cancer diagnosed early pregnancy chemotherapy radiation therapy would normally recommended consideration must given termination pregnancy evidence termination pregnancy improves outlook patients permit standard aggressive therapy advanced disease,C04,0.0017850155,0.0015833977,0.029239278,0.0010029274,0.011125903,0.0023036555,0.30001768,0.0016786502,0.018570136,0.027676102,0.19232836,0.021752933,0.013691366,0.0041455645,0.0015696975,0.011417247,0.17188102,0.0104650855,0.0020325028,0.091925845,0.081337266,0.0006337941,0.0018365826
endosonography pararectal lymph nodes vitro vivo evaluation one hundred thirteen patients carcinoma rectum evaluated lymph node metastases endorectal ultrasound use mhz based different echo patterns two main groups lymph nodes differentiated hypoechoic hyperechoic lymph nodes compared pathologic findings hypoechoic lymph nodes represent metastases whereas hyperechoic lymph nodes visualized due unspecific inflammation lymph node metastases predicted sensitivity percent inflammatory lymph nodes specificity percent physical basis differentiation lymph nodes assessed vitro determination ultrasound parameters speed sound acoustic impedance attenuation backscattered amplitude attenuation coefficient benign lymph nodes db mhz x cm significantly higher mean value lymph node metastases db mhz x cm results demonstrate involved nodes principally differentiated involved nodes micrometastases mixed lymph nodes changing echo patterns within inflammatory nodes explain accuracy rate percent,C04,0.003405056,0.0030170914,0.039243437,0.0019110319,0.021221984,0.02084478,0.17328992,0.0031985906,0.002458963,0.0033419423,0.18180293,0.023462933,0.15169232,0.007820558,0.0029909865,0.0052964767,0.1786643,0.0035386116,0.0038728402,0.027030855,0.12073012,0.0012076655,0.019956602
mediastinal hibernoma rare tumor hibernoma uncommon soft tissue tumor derived remnants fetal brown fat review world medical literature revealed cases intrathoracic present seventh case intrathoracic hibernoma case hibernoma within mediastinum without direct invasion structures,C04,0.005944784,0.00527332,0.01109235,0.0033401314,0.10149784,0.007672053,0.23905106,0.06611493,0.03306457,0.005841099,0.113159135,0.012227284,0.06548889,0.013766467,0.005227693,0.038015757,0.050770894,0.00625656,0.006769011,0.09736992,0.07056376,0.0021107767,0.039381716
extraadrenal retroperitoneal paragangliomas natural history response treatment extraadrenal retroperitoneal paragangliomas rp uncommon tumors rarity little known natural history response treatment reviewed patients rp seen center distribution male female patients nearly equal mean age patients admitted pain mass eight tumors functional significant difference noted duration symptoms size tumor survival functional nonfunctional tumors eleven rp metastasized therefore classified malignant five year year disease free survival rates tumors resected completely resected metastases occurred year survival rate patient survived beyond months predictors survival included complete resection tumor size functional status although patients received chemotherapy radiotherapy clinical responses survival benefit could shown rp high rate malignant behavior treated aggressively operation late metastases uncommon prolonged follow necessary metastases occurred patients may prolonged survival,C04,0.0021352565,0.001894079,0.014316543,0.0011997134,0.06967342,0.0027556596,0.15145695,0.022673292,0.0015436953,0.002105752,0.020697186,0.02855985,0.01802993,0.015336214,0.012146027,0.013657028,0.38773108,0.0022513927,0.0024313035,0.09788266,0.12856582,0.000758152,0.0021989776
sialosyl tn novel mucin antigen associated prognosis colorectal cancer patients colon cancers typically produce mucin however known whether tumor mucin plays biological role cancer cell behavior address issue expression mucin associated antigen sialosyl tn examined immunohistochemical study primary colorectal carcinoma specimens patients underwent curative surgical resection antigen expression correlated disease free overall year survival sialosyl tn antigen expression occurred tumors independent age gender tumor location dukes stage depth invasion degree differentiation ploidy status survival years patients sialosyl tn negative versus sialosyl tn positive tumors versus p less disease free survival versus respectively p although advanced dukes stage deeper invasion aneuploidy associated poorer overall year survival antigen negative tumors within groups much better prognoses antigen positive tumors multivariate regression analysis revealed tumor ploidy p less sialosyl tn expression p less two variables importance predicting disease free overall survival authors conclude sialosyl tn expression independent predictor poor prognosis colon cancer therefore suggest qualitative mucin alterations may reflect important differences biological behavior neoplasms,C04,0.0017112936,0.0015180027,0.011484992,0.009204035,0.062054604,0.0022085134,0.18837601,0.0016093212,0.001237189,0.0016814464,0.08698648,0.029707974,0.055713706,0.08546393,0.009784674,0.002673599,0.1763724,0.0017638205,0.018506655,0.06977511,0.12911335,0.00060761813,0.052445255
gamma detecting probe autoradiographic studies radiolabeled antibody b cx colon xenografts nude mice bearing cx colon tumors injected microci labeled monoclonal antibody mab b radioactivity tumors studied gamma detecting probe gdp days mab injection day two mice sacrificed sections examined autoradiography arg immunoperoxidase methods imp routine stains mean probe counts showed increasing tumor background ratios arg demonstrated progressive increase radionuclide tumors distribution primarily around vascular spaces day day progressively appeared tumor gland lumina necrotic areas regional correlation shown radionuclide vascular spaces sequestration tumor elements,C04,0.0030498556,0.002705374,0.005690714,0.0017135894,0.092923366,0.018694382,0.20639591,0.051386327,0.0022049097,0.0029966622,0.0736245,0.035792302,0.05579369,0.05285196,0.002681966,0.0047492594,0.050754253,0.0034311854,0.003472709,0.055983223,0.26887324,0.0010828929,0.00314776
primary malignant melanoma lower respiratory tract report case literature review authors report case primary bronchial malignant melanoma occurring year old woman presenting persistent cough bronchoscopic examination polypoid mass found occlude left mainstem bronchus biopsies showed malignant epithelioid tumor resembling atypical carcinoid histochemistry electron microscopic study immunohistochemistry confirmed diagnosis melanoma physical examination additional clinical history exclude possible primary sites negative patient underwent thoracotomy left pneumonectomy nineteen months resection found histologically similar tumor involving left adrenal gland review literature shows melanoma lower respiratory tract reported adults tendency present central polypoid growth may responsive surgical resection,C04,0.0027276522,0.015567301,0.031495813,0.0015325565,0.030208046,0.016696105,0.3290831,0.044646163,0.0019719712,0.042286433,0.10070756,0.0056273607,0.031578254,0.01984086,0.015601711,0.004247522,0.11992279,0.017589059,0.0031058332,0.08428223,0.07750708,0.0009684902,0.002806108
erythrocyte stearic acid desaturation patients colorectal carcinoma erythrocyte stearic oleic acid ratio saturation index investigated means differentiating control subjects n patients benign n malignant n colorectal disease patients undergoing postoperative follow curative resection n erythrocyte fatty acid profiles determined gas liquid chromatography neither age sex dukes stage degree differentiation tumors significant effect erythrocyte saturation index erythrocyte saturation index lower patients primary recurrent colorectal cancer compared control subjects patients inflammatory bowel disease benign colonic polyps p less erythrocyte saturation index found useful postoperative follow patients using saturation index age means differentiating patients primary colorectal cancer control subjects gave sensitivity percent specificity percent,C04,0.0027270273,0.002419009,0.018313482,0.0015322054,0.016998723,0.0035193707,0.16310444,0.0025645294,0.015153976,0.0026794644,0.014591401,0.005781187,0.35976347,0.0063189953,0.0023980788,0.0042465483,0.24494095,0.0028174522,0.0031051217,0.03347977,0.076577745,0.00096826826,0.015998775
phase trial cisplatin hypertonic saline escalating doses fluorouracil continuous intravenous infusion patients advanced malignancies thirty four patients incurable solid tumors treated phase trial fixed dose high dose cisplatin cddp administered hypertonic saline escalating doses infusional fluorouracil fu five treatment levels fu ranging mg day days studied leukopenia thrombocytopenia oral mucositis dose limiting toxicities encountered nephrotoxicity minimal ototoxicity peripheral neuropathies rare mild patient group patients received small number treatment cycles diarrhea dose limiting two complete responses one non small cell lung cancer one sweat gland carcinoma observed major responses noted dose cddp set mg day consecutive days maximum tolerated dose mtd concurrent day fu infusion found mg day recommended dosages phase ii trials mg day cddp mg day fu consecutive days cancers lung breast gastrointestinal tract genitourinary tract would reasonable targets phase ii studies,C04,0.011966603,0.0018188766,0.014092902,0.0011520801,0.012781279,0.028753253,0.10180532,0.021774823,0.0014824045,0.0020147152,0.016032917,0.07228589,0.068561904,0.015771298,0.0018031389,0.048293103,0.15239155,0.012032324,0.03578524,0.05807686,0.318486,0.00072805036,0.0021094563
liver fatty acid binding protein marker studying cellular differentiation gut epithelial neoplasms human liver fatty acid binding protein residue cytoplasmic protein synthesized liver intestinal epithelium previous studies normal transgenic mice indicated liver fatty acid binding protein gene sensitive marker enterocytic differentiation study shows use immunohistochemical methods examine liver fatty acid binding protein gene expression normal human colonic epithelium colonic villoglandular adenomas nonmucinous mucinous adenocarcinomas several types noncolonic epithelial neoplasms cells containing liver fatty acid binding protein found normal colonic epithelium two thirds colorectal villoglandular adenomas nonmucinous adenocarcinomas one third mucinous adenocarcinomas noncolonic nonhepatic carcinomas liver fatty acid binding protein positive colonic adenomas adenocarcinomas contained patches immunoreactive cells distributed among histologically identical patches cells without liver fatty acid binding protein immunoreactivity mosaicism also found metastases liver fatty acid binding protein positive colonic adenocarcinomas immunostaining liver fatty acid binding protein positive tissues carcinoembryonic antigen show mosaic cellular pattern expression data suggest within given neoplasm differences exist differentiation programs monoclonally derived malignant colonic epithelial cells liver fatty acid binding protein useful marker operationally defining subpopulations liver fatty acid binding protein also potentially useful diagnostic marker colorectal hepatic carcinomas,C04,0.0016699617,0.0014813393,0.03477976,0.025734194,0.018465366,0.0021551726,0.2425964,0.0015705671,0.0012073079,0.0016408354,0.0634403,0.0035602332,0.016661787,0.07382328,0.0014685221,0.10668226,0.014394465,0.20899001,0.009466059,0.015939757,0.08069803,0.0005929427,0.072981454
autologous bone marrow transplantation high risk remission lineage acute lymphoblastic leukemia using immunotoxins plus hydroperoxycyclophosphamide marrow purging fourteen patients high risk lineage acute lymphoblastic leukemia complete remission underwent autologous bone marrow transplantation bmt attempt eradicate residual disease burden combined immunochemotherapy protocol using cocktail two immunotoxins directed cd tp cd tp lineage differentiation antigens combination vitro active cyclophosphamide congener hydroperoxy cyclophosphamide hc used purge autografts despite high dose pretransplant radiochemotherapy effective purging autografts patients relapsed median months range months post bmt two patients remain alive disease free months post bmt used novel quantitative minimal residual disease mrd detection assay combines fluorescence activated multiparameter flow cytometry cell sorting leukemic progenitor cell lpc assays analyze remission bone marrow bm samples lineage patients presence residual lpcs notably high numbers residual lpc detected remission bm bmt constituted poor prognostic indicator providing first evidence biologic significance clinical value vitro lineage lpc assays median value residual leukemia burden bmt approximately x lpc mononuclear cells mnc approximately lpc patients residual leukemia burden less median value appeared better outlook remaining free relapse autologous bmt patients greater leukemia burden v p mantel cox comparison log kill efficacy purging remaining numbers lpc purged autografts estimated numbers reinfused lpc correlate probability disease free survival dfs results indicate primary reason recurrence leukemia inefficient pretransplant radiochemotherapy rather inefficient purging autografts,C04,0.0017108654,0.0015368285,0.019729048,0.00096126547,0.0023891423,0.01046282,0.22485821,0.0016184149,0.0012368795,0.0016810257,0.076486275,0.0035189232,0.09783621,0.07722307,0.009779914,0.0026653328,0.28551847,0.034888368,0.0019480719,0.047388107,0.08520186,0.00060746615,0.010753439
equal parental origin chromosome losses human sporadic meningioma evidence genomic imprinting inactivation tumor suppressor genes occur either mutation gene locus loss part chromosome region containing gene latter frequently detected dna markers loss heterozygosity tumor tissue several reports paternal homologue preferentially retained embryonal tumors associated loss particular chromosomal regions suggesting genomic imprinting corresponding tumor suppressor loci explore generality findings possible role genomic imprinting adult tumors nervous system determined parental origin chromosome loss sporadic meningioma nine cases studied five tumors retained maternally derived chromosome homologue four retained paternally derived chromosome thus contrast embryonal tumors meningioma locus chromosome inactivated random mutation sporadic adult meningiomas,C04,0.0027644555,0.00245221,0.0051581874,0.0015532348,0.097533345,0.003567674,0.26499885,0.0026010538,0.0019985782,0.00271624,0.029669467,0.0056859567,0.01901397,0.0070850924,0.0024309924,0.017684205,0.030882545,0.002866735,0.0031477392,0.15179609,0.092323065,0.0009815578,0.25108877
use flow cytometry prognosis stage ii adjuvant treated breast cancer patients characterization breast cancer cells histology flow cytometry steroid receptors performed stage ii breast node positive cancer patients given adjuvant chemotherapy plus tamoxifen patients positive hormone receptors histologic steroid receptor assays performed using standard techniques flow cytometric analysis performed paraffin embedded blocks obtained primary tumor quality control studies reproducibility tissue heterogeneity analysis procedures included patients studied aneuploidy found median value range results demonstrated number positive nodes receptor status grade prognostic value cell cycle kinetic data independent prognostic value series however ploidy could differentiate prognosis receptor negative subgroup patients receptor negative tumors significantly better overall survival tumor diploid nature cell kinetics significantly prognostic either receptor subgroup although patients higher tended better relapse free overall survival disagreement studies may demonstrate treatment confounded results diminished ability flow cytometry data help predict outcome,C04,0.0018486732,0.0016398655,0.0123868985,0.001038694,0.029466253,0.0028962411,0.14072554,0.0017385148,0.0013365084,0.0018361046,0.14116877,0.01629309,0.06461051,0.057381567,0.028469566,0.0028828348,0.20866527,0.06455215,0.0023598506,0.0584,0.14879987,0.009595115,0.001908108
bactericidal effect doxycycline associated lysosomotropic agents coxiella burnetii p cells consistently reliable treatment endocarditis resulting chronic coxiella burnetii infection causative agent q fever although certain antibiotics recommended basis vitro bactericidal activities results therapy antibiotics often disappointing evaluate whether currently recommended antibiotic susceptibility tests c burnetii give misleading results continued division uninfected cells thereby resulting dilution infected cells hence false picture antibiotic efficacy blocked cell division antibiotic susceptibility testing cycloheximide using new method found currently recommended antibiotics treatment q fever doxycycline pefloxacin rifampin reduce ratio infected noninfected cells either l p days postinfection test hypothesis lack antibacterial activity due antibiotic inactivation low ph phagolysosomes c burnetii found used alkalinizing lysosomotropic agents chloroquine amantadine concurrently doxycycline resulted sterilization c burnetii infection p cells finding seems confirm suspicion acidic conditions phagolysosomes c burnetii located inhibit antibiotic activity inhibition reversed vitro lysosomotropic alkalinizing agents used,C04,0.0023842377,0.0021124904,0.027488537,0.0013380556,0.014841666,0.003073422,0.426577,0.0022395712,0.013239067,0.0023399424,0.11554292,0.016791886,0.043713417,0.10354537,0.002094212,0.0037084573,0.03007171,0.0025012747,0.0027116635,0.050448958,0.10689409,0.00084557646,0.02549647
unique aspects acute promyelocytic leukemia acute promyelocytic leukemia apl accounts approximately cases acute myeloid leukemia aml distinctive features disorder time diagnosis include leukopenia coexisting marrow replaced granulated dysplastic promyelocytes disseminated intravascular coagulopathy lack ia hla dr antigen expression translocation long arms chromosomes heparin widely universally used interfere coagulopathy initial phases treatment serial bone marrow examinations induction period demonstrate achievement remission despite persistence malignant appearing promyelocytes patients apl generally younger subtypes aml likelihood entering remission thought favorable prognosis individuals aml remission may achieved conventional anthracycline cytarabine combination anthracycline alone apparently trans retinoic acid genes potentially important myeloid differentiation granulocyte colony stimulating factor g csf myeloperoxidase located close breakpoint conclusively shown rearranged translocation better understanding unique aspects apl may well shed light pathogenetic processes aml,C04,0.0028400337,0.0025192518,0.0052992087,0.0015956991,0.00396793,0.017387738,0.35815346,0.016407492,0.002053218,0.0027905,0.110629454,0.005841407,0.018373424,0.029025102,0.0024974542,0.031916287,0.085383676,0.016669119,0.030720033,0.058008533,0.12495251,0.0010083928,0.07196013
endoscopic screening early esophageal cancer lugol dye method patients head neck cancers poor prognosis esophageal cancer could improved lesions detected early stage detect early esophageal cancer endoscopic screening esophagus lugol dye method performed patients head neck cancers asymptomatic regarded high risk synchronous metachronous esophageal cancer patients screened esophageal cancer eight patients early stages lymph node metastasis lesions lesions detectable barium studies ordinary endoscopic study epidemiologic statistical analysis patients confirmed significantly high observed expected number e ratio p less results demonstrate value endoscopic screening esophagus lugol dye method patients head neck cancers imply endoscopic screening lugol dye method may useful detecting early esophageal cancer individuals risk causes,C04,0.002381311,0.0021123416,0.004443279,0.0013379615,0.037942503,0.0030732057,0.18288834,0.0022394136,0.0017215818,0.0023397778,0.1860175,0.108659,0.13929263,0.0056203734,0.0020940648,0.0037081963,0.1450093,0.0024620825,0.0027114728,0.10526425,0.05537835,0.000845517,0.002457603
technicon h analyzer discriminates chronic lymphocytic leukemia b cell leukemias automatic assessment large unstained cells separation chronic lymphocytic leukemia b cell origin chronic b cell leukemias subjective largely based morphologic features lymphoid cells peripheral blood percentage large unstained cells determined technicon h analyzer automated blood cell differential analyzer technicon instruments corp tarrytown ny used cell volume variable investigation cases chronic lymphocytic leukemia b cell origin chronic b cell leukemias significant degree correlation percentage large unstained cells morphoimmunophenotypic diagnosis although obtained relatively small number cases suggests method cell volume analysis used improve diagnostic reproducibility chronic b cell leukemia,C04,0.0028793088,0.0025540907,0.005377643,0.0016177662,0.0040119304,0.0037158981,0.26480332,0.0027077368,0.0020816121,0.01676415,0.12105809,0.005922188,0.14493248,0.22415067,0.0025319916,0.018351631,0.043904968,0.0029652107,0.0032785167,0.02711755,0.09528259,0.0010223379,0.0029683614
complications associated limb salvage extremity sarcomas management retrospective clinical review consecutive patients extremity sarcomas managed limb salvage operations performed evaluate local tumor control morbidity mean follow period months overall survival local recurrences patients complications patients wound necrosis frequent complication failure allogeneic bone graft operations occurred patients complications salvageable without loss limb limb salvage acceptable surgical treatment extremity sarcomas based adequate local control minimal morbidity,C04,0.00363989,0.020849118,0.0067916573,0.0020451057,0.022689292,0.028214492,0.15674323,0.0034229967,0.0026314785,0.0035764058,0.057788745,0.06965671,0.040132478,0.008369232,0.0032008276,0.0056720413,0.4217339,0.0037484833,0.0041445503,0.07190142,0.058010995,0.0012923927,0.0037445847
pediatric osteosarcoma therapeutic strategies results prognostic factors derived year experience ninety eight pediatric patients treated three separate protocols treatment investigation osteosarcoma tios ii iii developed recurrent disease metastases local recurrence actuarial overall disease free survival hereafter designated survival patients treated initially preoperative intraarterial cisplatin cdp postoperative chemotherapeutic regimens comprised high dose methotrexate leucovorin rescue mtx cf adriamycin adr doxorubicin adria laboratories columbus oh cyclophosphamide primary definitive treatment comprised amputation limb salvage tios tios iii patients treated preoperative cdp surgery tios iii survival patients tios ii refused surgical extirpation treated exclusively chemotherapy survival survival patients treated amputation limb salvage prognostic factors considered significant relation development pulmonary metastases comprised tumor burden p percentage tumor necrosis induced preoperative chemotherapy p histopathologic subtype marginally significant chondroblastic favorable opposed osteoblastic p findings compared results prognostic factors published literature,C04,0.014043094,0.0021372305,0.004495633,0.0013537261,0.015018517,0.0031372427,0.21953851,0.002267455,0.0017418666,0.0023673465,0.012375631,0.0068106023,0.0341928,0.007922323,0.037106108,0.0037518886,0.35333872,0.0025063157,0.014385114,0.10358342,0.14292529,0.012514405,0.0024867405
detection duodenal gastrinomas operative endoscopic transillumination prospective study ability operative endoscopic transillumination bowel wall detect duodenal gastrinoma evaluated prospectively patients zollinger ellison syndrome results assessed exploratory laparotomy compared results localization techniques twelve duodenal gastrinomas resected patients operative endoscopic transillumination detected gastrinomas sensitivity significantly greater p less either preoperative imaging intraoperative ultrasonography palpation sensitivity operative endoscopic transillumination result ability detect focal areas transilluminate serosal side duodenum mucosal appearances seen endoscope helpful operative endoscopic transillumination detected gastrinomas less cm diameter throughout duodenum patients study duodenal gastrinomas greater frequency previously reported results indicate operative endoscopic transillumination sensitive technique yet described detecting duodenal gastrinomas performed routinely patients zollinger ellison syndrome undergo exploratory laparotomy cure,C04,0.0026241012,0.015028354,0.042896457,0.014175663,0.016350647,0.0033865394,0.10822118,0.048311032,0.0018971084,0.0025783335,0.14246042,0.0053977817,0.084539205,0.0065691858,0.0023075684,0.0040862714,0.30935577,0.0027023891,0.015660487,0.060358208,0.10745127,0.000931723,0.0027103291
diet female sex hormone concentrations intervention study type fat consumed possible mechanism dietary fat may influence development breast cancer influencing concentration female sex hormones study investigated effect alteration type fat consumed concentrations female sex hormones serum female volunteers randomly assigned continue usual meat eating diet change vegetarian diet change diet predominantly vegetarian fish consumed least three times per week change vegetarian fish diet little effect diet total hormone concentrations however amount estradiol significantly decreased vegetarian group nutrient consumption correlated hormone concentrations prolactin directly associate fat consumption sex hormone binding globulin inversely associated fat consumption particularly cholesterol consumption proportion nonprotein bound estradiol directly associated complex carbohydrate consumption,C04,0.002437564,0.0021622411,0.0409776,0.0013697126,0.003394231,0.0031458035,0.20757899,0.0022923148,0.0017622503,0.00239505,0.011244542,0.01681516,0.052073345,0.005667228,0.013951205,0.088106535,0.021595906,0.014308239,0.0027755254,0.12240213,0.3801713,0.00086549047,0.0025076761
dna ploidy prognostic significance stage cutaneous melanoma recent studies suggested presence dna aneuploidy stage cutaneous melanoma carries poor prognosis see experience correlated reports used dna analysis flow cytometry propidium iodide stained nuclei disaggregated formalin fixed paraffin embedded tissue biopsy specimens retrospectively study patients cutaneous stage melanomas patients treated mean follow years thirty nine histograms diploid histograms aneuploid dna content significantly associated conventional prognostic factors including growth pattern ulceration pathologic stage tumor thickness clark level dna aneuploidy significantly related disease free survival predicted poorer prognosis p less stratified tumor thickness lost significance multivariate discriminant function analysis factors melanoma showed six factors independently significant determining prognosis dna content p ranked fifth importance behind growth pattern p less ulceration p less thickness p pathologic stage p less dna content although significantly associated conventional prognostic factors disease free survival best indicator biologic behavior melanomas study investigation usefulness necessary dna content become routine diagnostic modality work stage cutaneous melanomas,C04,0.0020709678,0.0018370518,0.0038642113,0.0011635923,0.022935234,0.0026726918,0.20303765,0.0019475633,0.0014972176,0.0020348476,0.08565342,0.0042597363,0.10863046,0.06728408,0.03189425,0.013218872,0.19196533,0.0021327536,0.0023581015,0.09012152,0.11033678,0.00073532545,0.048348323
cutaneous melanoma bilateral retinoblastoma report case otherwise healthy year old man bilateral enucleation early childhood bilateral retinoblastomas addition two cutaneous melanomas first appearing age years also dysplastic melanocytic nevi history cutaneous melanoma mother retinoblastoma may aggregate families associated dna abnormalities chromosome recent reports emphasized appearance second malignancies retinoblastoma survivors second malignancies include osteosarcoma soft tissue sarcoma cutaneous melanoma cutaneous melanoma also may aggregate families usually setting dysplastic melanocytic nevi features case similar reported cases suggest may greater expected association retinoblastoma cutaneous melanoma,C04,0.0033459761,0.0029680477,0.0062432443,0.0018799675,0.020849919,0.020394048,0.3383232,0.019337837,0.0024189916,0.003287618,0.06311765,0.006904249,0.023920761,0.056872252,0.019138938,0.0052103805,0.054791383,0.0034458006,0.003925578,0.14902505,0.108985096,0.04978068,0.03583332
selective nonoperative management patients referred abnormal mammograms screening mammography provides means detecting clinically occult breast carcinoma question whether abnormal mammograms require biopsy remains unanswered retrospectively reviewed records women referred year period abnormal mammograms selectively assigned biopsy mammographic follow based specific mammographic criteria women initially observed mammographically later found biopsy carcinoma initial assignment mammographic observation delayed recommendation biopsy months respectively patients effect outcome documented benign lesions clinical mammographic criteria women spared biopsy continue monitored closely believe data support use selective approach biopsy based specific mammographic criteria,C04,0.0026917167,0.0023876869,0.09870525,0.0015123658,0.01677806,0.0034738006,0.24414659,0.0025331886,0.0019459913,0.015672408,0.13188544,0.0056237252,0.02763349,0.0071386285,0.0023670278,0.0041915625,0.17513575,0.0027720218,0.042100236,0.10126997,0.10630343,0.0009557308,0.0027759282
ogura memorial lecture moral dilemmas head neck cancer neither morality dilemma defined meaningfully concept practical management head neck cancer although important implications particularly regard ethnic social factors play relatively minor role determining management policy little knowledge intrinsic causes cancer treatment strategy limited radiotherapy surgery desire cure must tempered concern avoid increase patient privations philosophy based upon care patients almost years reflects difficulties applying concept nothing may cause harm offering patient opportunity long term cure,C04,0.0033457258,0.0029678259,0.006471968,0.034272842,0.0046588173,0.03669943,0.3093897,0.003146361,0.002418811,0.019480495,0.016068717,0.055472594,0.02549585,0.008345174,0.002942147,0.021402229,0.12625025,0.0034455429,0.020330042,0.18851079,0.10425474,0.0011879457,0.0034419594
potential deoxy f fluoro glucose fdg detection tumor involvement lymph nodes assess potential fdg pet imaging nodal tumor metastases evaluated uptake normal lymph nodes tumor involved lymph nodes subcutaneous tumor xenografts rodents normal lymph nodes mice rats accumulate fdg moderately developing node blood ratios hr following v injection contrast fdg given subcutaneously healthy sprague dawley rats developed high normal draining lymph node blood ratios versus v injection nude mice subcutaneous human ovarian cancer xenografts fold uptake relative blood normal popliteal lymph nodes subcutaneous tumor xenografts rat breast cancer developed tumor normal node uptake ratios tumor blood ratios hr postinjection mouse nodes involved c murine b cell lymphoma mean node blood ratios tumored node normal lymph node uptake thus fdg given intravenously subcutaneusly due high normal nodal uptake potential agent detection metastatic tumors regional lymph nodes using pet scanning,C04,0.002205978,0.0019552163,0.025437115,0.011865826,0.109778576,0.0028446072,0.18022366,0.002072836,0.001593523,0.0021657348,0.035864502,0.040099133,0.22186095,0.062935196,0.0019382989,0.07809081,0.06497019,0.0023037032,0.0025097814,0.015428013,0.13079935,0.0007826237,0.002274346
